"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","genre"
"161",0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,"audio_features","0NTMtAO2BV4tnGvw9EgBVq","spotify:track:0NTMtAO2BV4tnGvw9EgBVq","https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq","https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq",219306,4,"pop"
"162",0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,"audio_features","1cOyWWUr3oXJIxY0AjJEx9","spotify:track:1cOyWWUr3oXJIxY0AjJEx9","https://api.spotify.com/v1/tracks/1cOyWWUr3oXJIxY0AjJEx9","https://api.spotify.com/v1/audio-analysis/1cOyWWUr3oXJIxY0AjJEx9",185194,4,"pop"
"163",0.64,0.839,11,-4.924,0,0.0754,0.042,0.000204,0.225,0.765,108.816,"audio_features","70ktjd0U8G7qxoYXsXddNE","spotify:track:70ktjd0U8G7qxoYXsXddNE","https://api.spotify.com/v1/tracks/70ktjd0U8G7qxoYXsXddNE","https://api.spotify.com/v1/audio-analysis/70ktjd0U8G7qxoYXsXddNE",223707,4,"pop"
"164",0.77,0.69,1,-5.565,1,0.136,0.265,0,0.128,0.732,103.035,"audio_features","5UPNBWFU2TEf9kauIITfBs","spotify:track:5UPNBWFU2TEf9kauIITfBs","https://api.spotify.com/v1/tracks/5UPNBWFU2TEf9kauIITfBs","https://api.spotify.com/v1/audio-analysis/5UPNBWFU2TEf9kauIITfBs",178507,4,"pop"
"165",0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,"audio_features","6F5c58TMEs1byxUstkzVeM","spotify:track:6F5c58TMEs1byxUstkzVeM","https://api.spotify.com/v1/tracks/6F5c58TMEs1byxUstkzVeM","https://api.spotify.com/v1/audio-analysis/6F5c58TMEs1byxUstkzVeM",223546,4,"pop"
"166",0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,"audio_features","32lItqlMi4LBhb4k0BaSaC","spotify:track:32lItqlMi4LBhb4k0BaSaC","https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC","https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC",227533,4,"pop"
"167",0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,"audio_features","7gHs73wELdeycvS48JfIos","spotify:track:7gHs73wELdeycvS48JfIos","https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos","https://api.spotify.com/v1/audio-analysis/7gHs73wELdeycvS48JfIos",212627,4,"pop"
"168",0.552,0.689,10,-6.444,0,0.0425,0.0915,0,0.27,0.349,99.961,"audio_features","46jLy47W8rkf8rEX04gMKB","spotify:track:46jLy47W8rkf8rEX04gMKB","https://api.spotify.com/v1/tracks/46jLy47W8rkf8rEX04gMKB","https://api.spotify.com/v1/audio-analysis/46jLy47W8rkf8rEX04gMKB",169773,4,"pop"
"169",0.72,0.727,5,-3.882,1,0.0489,0.0556,0,0.138,0.481,99.994,"audio_features","4QeoDcR16IHpmmgFGQDrCp","spotify:track:4QeoDcR16IHpmmgFGQDrCp","https://api.spotify.com/v1/tracks/4QeoDcR16IHpmmgFGQDrCp","https://api.spotify.com/v1/audio-analysis/4QeoDcR16IHpmmgFGQDrCp",223190,4,"pop"
"170",0.645,0.541,10,-6.312,0,0.0385,0.0802,0,0.325,0.411,95.061,"audio_features","270aLuFCbX32hhBr8MQyPM","spotify:track:270aLuFCbX32hhBr8MQyPM","https://api.spotify.com/v1/tracks/270aLuFCbX32hhBr8MQyPM","https://api.spotify.com/v1/audio-analysis/270aLuFCbX32hhBr8MQyPM",181880,4,"pop"
"171",0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,"audio_features","0GxQ1A5L9xnMOytbP6eKBG","spotify:track:0GxQ1A5L9xnMOytbP6eKBG","https://api.spotify.com/v1/tracks/0GxQ1A5L9xnMOytbP6eKBG","https://api.spotify.com/v1/audio-analysis/0GxQ1A5L9xnMOytbP6eKBG",199849,4,"pop"
"172",0.415,0.11,1,-14.901,1,0.0388,0.951,0.00236,0.0962,0.234,81.876,"audio_features","5tbJvz7EzXc9Z8odKvfvJm","spotify:track:5tbJvz7EzXc9Z8odKvfvJm","https://api.spotify.com/v1/tracks/5tbJvz7EzXc9Z8odKvfvJm","https://api.spotify.com/v1/audio-analysis/5tbJvz7EzXc9Z8odKvfvJm",240147,4,"pop"
"173",0.785,0.702,7,-4.517,1,0.0464,0.643,0,0.175,0.569,116.021,"audio_features","3JTtZUOiZljuWbNiasfHB6","spotify:track:3JTtZUOiZljuWbNiasfHB6","https://api.spotify.com/v1/tracks/3JTtZUOiZljuWbNiasfHB6","https://api.spotify.com/v1/audio-analysis/3JTtZUOiZljuWbNiasfHB6",167640,4,"pop"
"174",0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,"audio_features","0qt5f5EL92o8Snzopsv0en","spotify:track:0qt5f5EL92o8Snzopsv0en","https://api.spotify.com/v1/tracks/0qt5f5EL92o8Snzopsv0en","https://api.spotify.com/v1/audio-analysis/0qt5f5EL92o8Snzopsv0en",218228,4,"pop"
"175",0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,"audio_features","5tFep7dXGd7vEJ668wTPux","spotify:track:5tFep7dXGd7vEJ668wTPux","https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux","https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux",190312,4,"pop"
"176",0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,"audio_features","3kxfsdsCpFgN412fpnW85Y","spotify:track:3kxfsdsCpFgN412fpnW85Y","https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y","https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y",326933,4,"pop"
"177",0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,"audio_features","4EAV2cKiqKP5UPZmY6dejk","spotify:track:4EAV2cKiqKP5UPZmY6dejk","https://api.spotify.com/v1/tracks/4EAV2cKiqKP5UPZmY6dejk","https://api.spotify.com/v1/audio-analysis/4EAV2cKiqKP5UPZmY6dejk",204747,4,"pop"
"178",0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,"audio_features","0E9ZjEAyAwOXZ7wJC0PD33","spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33","https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33",184560,4,"pop"
"179",0.697,0.377,3,-7.755,1,0.0397,0.556,0,0.0999,0.336,138.754,"audio_features","3KiktyOxQd2Z0bmnabgRq2","spotify:track:3KiktyOxQd2Z0bmnabgRq2","https://api.spotify.com/v1/tracks/3KiktyOxQd2Z0bmnabgRq2","https://api.spotify.com/v1/audio-analysis/3KiktyOxQd2Z0bmnabgRq2",244573,4,"pop"
"180",0.748,0.627,7,-6.029,1,0.0644,0.131,0,0.0852,0.524,120.963,"audio_features","000xQL6tZNLJzIrtIgxqSl","spotify:track:000xQL6tZNLJzIrtIgxqSl","https://api.spotify.com/v1/tracks/000xQL6tZNLJzIrtIgxqSl","https://api.spotify.com/v1/audio-analysis/000xQL6tZNLJzIrtIgxqSl",188491,4,"pop"
"181",0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,"audio_features","2tpWsVSb9UEmDRxAl1zhX1","spotify:track:2tpWsVSb9UEmDRxAl1zhX1","https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1","https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1",257267,4,"pop"
"182",0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,"audio_features","0TlLq3lA83rQOYtrqBqSct","spotify:track:0TlLq3lA83rQOYtrqBqSct","https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct","https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct",238614,4,"pop"
"183",0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,"audio_features","1wHZx0LgzFHyeIZkUydNXq","spotify:track:1wHZx0LgzFHyeIZkUydNXq","https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq","https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq",262693,4,"pop"
"184",0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.285,135.109,"audio_features","4kflIGfjdZJW4ot2ioixTB","spotify:track:4kflIGfjdZJW4ot2ioixTB","https://api.spotify.com/v1/tracks/4kflIGfjdZJW4ot2ioixTB","https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB",285040,4,"pop"
"185",0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,"audio_features","2OpBganfGk2GVdSlRdxzaX","spotify:track:2OpBganfGk2GVdSlRdxzaX","https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX","https://api.spotify.com/v1/audio-analysis/2OpBganfGk2GVdSlRdxzaX",229320,4,"pop"
"186",0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,"audio_features","30MM5jWpUmOxtTNd9Ey5LZ","spotify:track:30MM5jWpUmOxtTNd9Ey5LZ","https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ","https://api.spotify.com/v1/audio-analysis/30MM5jWpUmOxtTNd9Ey5LZ",157080,4,"pop"
"187",0.711,0.882,0,-4.276,1,0.0576,0.0626,0,0.226,0.56,106.017,"audio_features","2fUZ3aMp8amSaV0mp8s6rQ","spotify:track:2fUZ3aMp8amSaV0mp8s6rQ","https://api.spotify.com/v1/tracks/2fUZ3aMp8amSaV0mp8s6rQ","https://api.spotify.com/v1/audio-analysis/2fUZ3aMp8amSaV0mp8s6rQ",167038,4,"pop"
"188",0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,"audio_features","5WoaF1B5XIEnWfmb5NZikf","spotify:track:5WoaF1B5XIEnWfmb5NZikf","https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf","https://api.spotify.com/v1/audio-analysis/5WoaF1B5XIEnWfmb5NZikf",259333,4,"pop"
"189",0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,"audio_features","0azC730Exh71aQlOt9Zj3y","spotify:track:0azC730Exh71aQlOt9Zj3y","https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y","https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y",222160,4,"pop"
"190",0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,"audio_features","7y9iMe8SOB6z3NoHE2OfXl","spotify:track:7y9iMe8SOB6z3NoHE2OfXl","https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl","https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl",181279,4,"pop"
"191",0.706,0.855,10,-5.377,1,0.215,0.0911,0,0.347,0.293,107.184,"audio_features","575NJxNUVDqwJGdzBrlLbv","spotify:track:575NJxNUVDqwJGdzBrlLbv","https://api.spotify.com/v1/tracks/575NJxNUVDqwJGdzBrlLbv","https://api.spotify.com/v1/audio-analysis/575NJxNUVDqwJGdzBrlLbv",201253,4,"pop"
"192",0.89,0.667,2,-6.862,1,0.0521,0.0579,2.97e-05,0.108,0.522,105.099,"audio_features","7e44z4wOjkllaD8eulUeMd","spotify:track:7e44z4wOjkllaD8eulUeMd","https://api.spotify.com/v1/tracks/7e44z4wOjkllaD8eulUeMd","https://api.spotify.com/v1/audio-analysis/7e44z4wOjkllaD8eulUeMd",220467,4,"pop"
"193",0.699,0.282,7,-7.65,1,0.0374,0.798,1.23e-06,0.0981,0.359,79.776,"audio_features","6jMbPsH6lTOLs5n8Af26AG","spotify:track:6jMbPsH6lTOLs5n8Af26AG","https://api.spotify.com/v1/tracks/6jMbPsH6lTOLs5n8Af26AG","https://api.spotify.com/v1/audio-analysis/6jMbPsH6lTOLs5n8Af26AG",159293,4,"pop"
"194",0.46,0.567,9,-5.637,1,0.0515,0.239,6.04e-06,0.0934,0.189,168.419,"audio_features","7Fg342AJtNsIDdwCfX0paC","spotify:track:7Fg342AJtNsIDdwCfX0paC","https://api.spotify.com/v1/tracks/7Fg342AJtNsIDdwCfX0paC","https://api.spotify.com/v1/audio-analysis/7Fg342AJtNsIDdwCfX0paC",185703,4,"pop"
"195",0.709,0.698,1,-5.181,1,0.0788,0.0751,0,0.272,0.754,143.949,"audio_features","5W4vPDfwFNQqt7frRjL41t","spotify:track:5W4vPDfwFNQqt7frRjL41t","https://api.spotify.com/v1/tracks/5W4vPDfwFNQqt7frRjL41t","https://api.spotify.com/v1/audio-analysis/5W4vPDfwFNQqt7frRjL41t",182947,4,"pop"
"196",0.635,0.496,0,-7.301,1,0.0936,0.443,0,0.121,0.373,121.696,"audio_features","6mDoM5FGbr1Or5nY9pTnLy","spotify:track:6mDoM5FGbr1Or5nY9pTnLy","https://api.spotify.com/v1/tracks/6mDoM5FGbr1Or5nY9pTnLy","https://api.spotify.com/v1/audio-analysis/6mDoM5FGbr1Or5nY9pTnLy",235082,4,"pop"
"197",0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,"audio_features","6gTJaPuj8DT8RjuDJyBgzP","spotify:track:6gTJaPuj8DT8RjuDJyBgzP","https://api.spotify.com/v1/tracks/6gTJaPuj8DT8RjuDJyBgzP","https://api.spotify.com/v1/audio-analysis/6gTJaPuj8DT8RjuDJyBgzP",219840,4,"pop"
"198",0.735,0.567,0,-5.962,1,0.0635,0.554,0,0.0659,0.574,149.968,"audio_features","20s34XSPIiYMGSFDRSs24t","spotify:track:20s34XSPIiYMGSFDRSs24t","https://api.spotify.com/v1/tracks/20s34XSPIiYMGSFDRSs24t","https://api.spotify.com/v1/audio-analysis/20s34XSPIiYMGSFDRSs24t",232707,4,"pop"
"199",0.764,0.628,11,-5.851,1,0.0503,0.053,0,0.114,0.196,140.963,"audio_features","6xcJyGpfZbuuiequtnlKt4","spotify:track:6xcJyGpfZbuuiequtnlKt4","https://api.spotify.com/v1/tracks/6xcJyGpfZbuuiequtnlKt4","https://api.spotify.com/v1/audio-analysis/6xcJyGpfZbuuiequtnlKt4",190557,4,"pop"
"200",0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,"audio_features","48QmG1dfvMuYLxMPt7KSRA","spotify:track:48QmG1dfvMuYLxMPt7KSRA","https://api.spotify.com/v1/tracks/48QmG1dfvMuYLxMPt7KSRA","https://api.spotify.com/v1/audio-analysis/48QmG1dfvMuYLxMPt7KSRA",221176,4,"pop"
"201",0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,"audio_features","7oGZAicScQt96OAW4AruYy","spotify:track:7oGZAicScQt96OAW4AruYy","https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy","https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy",207719,4,"pop"
"202",0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235,"audio_features","6vsV4D8BM6PioRr1UOx0n2","spotify:track:6vsV4D8BM6PioRr1UOx0n2","https://api.spotify.com/v1/tracks/6vsV4D8BM6PioRr1UOx0n2","https://api.spotify.com/v1/audio-analysis/6vsV4D8BM6PioRr1UOx0n2",180567,4,"pop"
"203",0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,"audio_features","4dVpf9jZjcORqGTLUaeYj9","spotify:track:4dVpf9jZjcORqGTLUaeYj9","https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9","https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9",173600,4,"pop"
"204",0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,"audio_features","21yRtB6B8EMounImAfHRCP","spotify:track:21yRtB6B8EMounImAfHRCP","https://api.spotify.com/v1/tracks/21yRtB6B8EMounImAfHRCP","https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP",205093,4,"pop"
"205",0.794,0.522,8,-7.829,1,0.159,0.0328,0,0.156,0.567,86.318,"audio_features","6V2D8Lls36APk0THDjBDfE","spotify:track:6V2D8Lls36APk0THDjBDfE","https://api.spotify.com/v1/tracks/6V2D8Lls36APk0THDjBDfE","https://api.spotify.com/v1/audio-analysis/6V2D8Lls36APk0THDjBDfE",174133,4,"pop"
"206",0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,"audio_features","02M6vucOvmRfMxTXDUwRXu","spotify:track:02M6vucOvmRfMxTXDUwRXu","https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu","https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu",213507,4,"pop"
"207",0.913,0.223,11,-12.421,0,0.321,0.257,8.78e-05,0.0786,0.35,139.968,"audio_features","6RD9GItAGZ3gbUbx14okHF","spotify:track:6RD9GItAGZ3gbUbx14okHF","https://api.spotify.com/v1/tracks/6RD9GItAGZ3gbUbx14okHF","https://api.spotify.com/v1/audio-analysis/6RD9GItAGZ3gbUbx14okHF",212547,4,"pop"
"208",0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"audio_features","7ef4DlsgrMEH11cDZd32M6","spotify:track:7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6",214847,4,"pop"
"209",0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,"audio_features","2bJvI42r8EF3wxjOuDav4r","spotify:track:2bJvI42r8EF3wxjOuDav4r","https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r","https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r",229360,4,"pop"
"210",0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,"audio_features","4VUwkH455At9kENOfzTqmF","spotify:track:4VUwkH455At9kENOfzTqmF","https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF","https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF",180000,4,"pop"
"211",0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,"audio_features","5NDUXbMwcnTQp66tI2zcdR","spotify:track:5NDUXbMwcnTQp66tI2zcdR","https://api.spotify.com/v1/tracks/5NDUXbMwcnTQp66tI2zcdR","https://api.spotify.com/v1/audio-analysis/5NDUXbMwcnTQp66tI2zcdR",198001,4,"pop"
"212",0.473,0.461,6,-6.474,0,0.333,0.149,0,0.0973,0.615,165.985,"audio_features","3Z2sglqDj1rDRMF5x0Sz2R","spotify:track:3Z2sglqDj1rDRMF5x0Sz2R","https://api.spotify.com/v1/tracks/3Z2sglqDj1rDRMF5x0Sz2R","https://api.spotify.com/v1/audio-analysis/3Z2sglqDj1rDRMF5x0Sz2R",234213,4,"pop"
"213",0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,"audio_features","6yIdwnpDHufLWgQcveTPMk","spotify:track:6yIdwnpDHufLWgQcveTPMk","https://api.spotify.com/v1/tracks/6yIdwnpDHufLWgQcveTPMk","https://api.spotify.com/v1/audio-analysis/6yIdwnpDHufLWgQcveTPMk",245200,4,"pop"
"214",0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,"audio_features","2OpBganfGk2GVdSlRdxzaX","spotify:track:2OpBganfGk2GVdSlRdxzaX","https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX","https://api.spotify.com/v1/audio-analysis/2OpBganfGk2GVdSlRdxzaX",229320,4,"pop"
"215",0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,"audio_features","6SwRhMLwNqEi6alNPVG00n","spotify:track:6SwRhMLwNqEi6alNPVG00n","https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n","https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n",227360,4,"pop"
"216",0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,"audio_features","3RiPr603aXAoi4GHyXx0uy","spotify:track:3RiPr603aXAoi4GHyXx0uy","https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy","https://api.spotify.com/v1/audio-analysis/3RiPr603aXAoi4GHyXx0uy",258827,4,"pop"
"217",0.706,0.716,7,-4.263,0,0.0768,0.115,0,0.316,0.459,136.904,"audio_features","4GXl8l1MfZPf2GvpyRPJBf","spotify:track:4GXl8l1MfZPf2GvpyRPJBf","https://api.spotify.com/v1/tracks/4GXl8l1MfZPf2GvpyRPJBf","https://api.spotify.com/v1/audio-analysis/4GXl8l1MfZPf2GvpyRPJBf",252263,4,"pop"
"218",0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,"audio_features","5ChkMS8OtdzJeqyybCc9R5","spotify:track:5ChkMS8OtdzJeqyybCc9R5","https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5","https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5",293827,4,"pop"
"219",0.599,0.9,5,-3.144,1,0.136,0.0936,0,0.0888,0.394,100.014,"audio_features","3UDXkdQquqCEAJdNAsA1wO","spotify:track:3UDXkdQquqCEAJdNAsA1wO","https://api.spotify.com/v1/tracks/3UDXkdQquqCEAJdNAsA1wO","https://api.spotify.com/v1/audio-analysis/3UDXkdQquqCEAJdNAsA1wO",186120,4,"pop"
"220",0.511,0.856,2,-3.763,1,0.0505,6.03e-05,0.02,0.324,0.62,154.904,"audio_features","3WKz5JDH0St3Smips7NlOM","spotify:track:3WKz5JDH0St3Smips7NlOM","https://api.spotify.com/v1/tracks/3WKz5JDH0St3Smips7NlOM","https://api.spotify.com/v1/audio-analysis/3WKz5JDH0St3Smips7NlOM",187467,4,"pop"
"221",0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,"audio_features","2P91MQbaiQOfbiz9VqhqKQ","spotify:track:2P91MQbaiQOfbiz9VqhqKQ","https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ","https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ",197437,4,"pop"
"222",0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,"audio_features","2y4lAQpi5VTNLu2ldeTdUH","spotify:track:2y4lAQpi5VTNLu2ldeTdUH","https://api.spotify.com/v1/tracks/2y4lAQpi5VTNLu2ldeTdUH","https://api.spotify.com/v1/audio-analysis/2y4lAQpi5VTNLu2ldeTdUH",231240,4,"pop"
"223",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,"audio_features","2dOTkLZFbpNXrhc24CnTFd","spotify:track:2dOTkLZFbpNXrhc24CnTFd","https://api.spotify.com/v1/tracks/2dOTkLZFbpNXrhc24CnTFd","https://api.spotify.com/v1/audio-analysis/2dOTkLZFbpNXrhc24CnTFd",245040,4,"pop"
"224",0.603,0.805,1,-5.363,0,0.259,0.0178,1.02e-05,0.133,0.611,102.734,"audio_features","7E8edqa0m0ASLXkLfmWY03","spotify:track:7E8edqa0m0ASLXkLfmWY03","https://api.spotify.com/v1/tracks/7E8edqa0m0ASLXkLfmWY03","https://api.spotify.com/v1/audio-analysis/7E8edqa0m0ASLXkLfmWY03",193893,4,"pop"
"225",0.709,0.779,7,-3.534,0,0.0464,0.0777,7.47e-06,0.306,0.701,102.024,"audio_features","1NXDq5UBby80GsRNjGXVwE","spotify:track:1NXDq5UBby80GsRNjGXVwE","https://api.spotify.com/v1/tracks/1NXDq5UBby80GsRNjGXVwE","https://api.spotify.com/v1/audio-analysis/1NXDq5UBby80GsRNjGXVwE",225200,4,"pop"
"226",0.698,0.875,11,-4.665,1,0.0824,0.00557,1.88e-06,0.0618,0.39,115.012,"audio_features","17bkwgLoC3N53jSksfllYX","spotify:track:17bkwgLoC3N53jSksfllYX","https://api.spotify.com/v1/tracks/17bkwgLoC3N53jSksfllYX","https://api.spotify.com/v1/audio-analysis/17bkwgLoC3N53jSksfllYX",198281,4,"pop"
"227",0.472,0.265,6,-10.059,0,0.0356,0.959,0.000499,0.1,0.204,111.558,"audio_features","67kXYrMTQbS7MVbXyGyxHm","spotify:track:67kXYrMTQbS7MVbXyGyxHm","https://api.spotify.com/v1/tracks/67kXYrMTQbS7MVbXyGyxHm","https://api.spotify.com/v1/audio-analysis/67kXYrMTQbS7MVbXyGyxHm",170680,4,"pop"
"228",0.813,0.453,1,-6.941,1,0.338,0.0933,0,0.14,0.191,161.997,"audio_features","5nN8BwAQDJDguq7Dpd3JQQ","spotify:track:5nN8BwAQDJDguq7Dpd3JQQ","https://api.spotify.com/v1/tracks/5nN8BwAQDJDguq7Dpd3JQQ","https://api.spotify.com/v1/audio-analysis/5nN8BwAQDJDguq7Dpd3JQQ",208027,4,"pop"
"229",0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,"audio_features","5NQbUaeTEOGdD6hHcre0dZ","spotify:track:5NQbUaeTEOGdD6hHcre0dZ","https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ","https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ",196693,4,"pop"
"230",0.651,0.601,10,-5.097,0,0.0497,0.39,0,0.0882,0.512,133.954,"audio_features","7k802XMtsF57i4WS2M2MGg","spotify:track:7k802XMtsF57i4WS2M2MGg","https://api.spotify.com/v1/tracks/7k802XMtsF57i4WS2M2MGg","https://api.spotify.com/v1/audio-analysis/7k802XMtsF57i4WS2M2MGg",201422,4,"pop"
"231",0.693,0.717,9,-6.346,0,0.107,0.14,0,0.0464,0.412,99.836,"audio_features","2NlTOhsAamXOaZciOXbITb","spotify:track:2NlTOhsAamXOaZciOXbITb","https://api.spotify.com/v1/tracks/2NlTOhsAamXOaZciOXbITb","https://api.spotify.com/v1/audio-analysis/2NlTOhsAamXOaZciOXbITb",234308,4,"pop"
"232",0.731,0.822,1,-5.305,1,0.0459,0.394,0,0.288,0.708,118.021,"audio_features","1Te8WIfLudxjHTr66BL0JK","spotify:track:1Te8WIfLudxjHTr66BL0JK","https://api.spotify.com/v1/tracks/1Te8WIfLudxjHTr66BL0JK","https://api.spotify.com/v1/audio-analysis/1Te8WIfLudxjHTr66BL0JK",196613,4,"pop"
"233",0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,"audio_features","0azC730Exh71aQlOt9Zj3y","spotify:track:0azC730Exh71aQlOt9Zj3y","https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y","https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y",222160,4,"pop"
